Title,URL,Registration Year,Make,Model,Trim,KMs Driven,No. of Owners,Transmission,Fuel Type,Body Type,Registration,Location
2022 Kia Sonet HTE 1.5,https://droom.in/product/kia-sonet-hte-15-2022-6827f070f5cf52d2058b4574,2022,Kia,Sonet,HTE 1.5,39000.0,1.0,Manual,Diesel,SUV,DL 12,Delhi
2019 Hyundai Creta 1.4 E+ Diesel,https://droom.in/product/hyundai-creta-14-e-diesel-2019-6751a286c0c66ea0118b4595,2019,Hyundai,Creta,1.4 E+ Diesel,75471.0,1.0,Manual,Diesel,SUV,DL 8C,Delhi
2021 Renault Triber RXZ EASY-R AMT BS6,https://droom.in/product/renault-triber-rxz-easy-r-amt-bs6-2021-6826cec1374b509a058b45d0,2021,Renault,Triber,RXZ EASY-R AMT,14000.0,1.0,Manual,Petrol,MUV,HR 26,Delhi
2019 BMW X4 xDrive20d M Sport X,https://droom.in/product/bmw-x4-xdrive20d-m-sport-x-2019-679a676a605a6ce8058b458e,2019,BMW,X4,XDRIVE20D M SPORT X,85000.0,2.0,Automatic,Diesel,SUV,HR 26,Delhi
2016 Hyundai Grand i10 Magna 1.2 Kappa VTVT,https://droom.in/product/hyundai-grand-i10-magna-12-kappa-vtvt-2016-673b2d2fb9bf70321b8b45e9,2016,Hyundai,Grand i10,MAGNA 1.2 KAPPA VTVT,76000.0,1.0,Manual,Petrol,Hatchback,DL 8C,Delhi
2022 Nissan Magnite XV Premium Dual Tone,https://droom.in/product/nissan-magnite-xv-premium-dual-tone-2022-6798ebe24de557a0398b45d8,2022,Nissan,Magnite,XV PREMIUM DUAL TONE,45000.0,1.0,Manual,Petrol,SUV,DL 14,Delhi
2023 Mahindra Thar LX 4 STR Hard Top Diesel AT,https://droom.in/product/mahindra-thar-lx-4-str-hard-top-diesel-at-2023-6791db8c4de557f51a8b4576,2023,Mahindra,Thar,LX 4 STR Hard Top Diesel AT,22000.0,1.0,Automatic,Diesel,SUV,DL 3C,delhi
2024 Hyundai i20 Magna 1.2 MT,https://droom.in/product/hyundai-i20-magna-12-mt-2024-68527664aa027556608b457a,2024,Hyundai,i20,Magna 1.2 MT,25000.0,1.0,Manual,Petrol,Hatchback,HP 87,Delhi
2014 Maruti Suzuki Alto 800 LXi,https://droom.in/product/maruti-suzuki-alto-800-lxi-2014-6955024f41ab4f99058b4587,2014,Maruti Suzuki,Alto 800,LXI,38160.0,1.0,Manual,Petrol,Hatchback,TN 11,Chennai
2017 Mahindra XUV500 W6,https://droom.in/product/mahindra-xuv500-w6-2017-6821bf0b78756f96058b4582,2017,Mahindra,XUV500,W6,71000.0,1.0,Manual,Diesel,SUV,DL 8C,Delhi
2019 Maruti Suzuki Swift DZire Tour Petrol,https://droom.in/product/maruti-suzuki-swift-dzire-tour-petrol-2019-67a0aff2e5f1513e608b459f,2019,Maruti Suzuki,Swift Dzire,TOUR PETROL,50000.0,2.0,Manual,Petrol,Sedan,DL 8C,Gurgaon
2013 Honda Amaze 1.2 S AT i-VTEC,https://droom.in/product/honda-amaze-12-s-at-i-vtec-2013-6811f6fc87dc73c3058b457c,2013,Honda,Amaze,1.2 S AT I-VTEC,78000.0,1.0,Automatic,Petrol,Sedan,DL 3C,Delhi
2023 Skoda Slavia Style 1.0L TSI AT,https://droom.in/product/skoda-slavia-style-10l-tsi-at-2023-682c4bce32be69d3518b45b3,2023,Skoda,Slavia,Style 1.0L TSI AT,18000.0,1.0,Automatic,Petrol,Sedan,HR 98,Delhi
2021 Kia Seltos GTX Plus AT 1.5 Diesel Dual Tone,https://droom.in/product/kia-seltos-gtx-plus-at-15-diesel-dual-tone-2021-681c8f784de557e3168b4598,2021,Kia,Seltos,GTX Plus AT 1.5 Diesel,42000.0,1.0,Automatic,Diesel,SUV,HR 26,Delhi
2017 BMW 3 Series 320d Prestige,https://droom.in/product/bmw-3-series-320d-prestige-2017-694bcb12b0a151a3058b4587,2017,BMW,3 Series,320D PRESTIGE,49000.0,2.0,Automatic,Diesel,Sedan,UP 14,Delhi
2017 Honda WR-V VX Petrol,https://droom.in/product/honda-wr-v-vx-petrol-2017-68a566af7fd96c21058b4583,2017,Honda,WR-V,VX PETROL,115196.0,1.0,Manual,Petrol,Crossover,MH 12,Pune
2016 Audi A6 35 TDI Matrix,https://droom.in/product/audi-a6-35-tdi-matrix-2016-679b6ce2229f6f7b058b4618,2016,Audi,A6,35 TDI MATRIX,65000.0,2.0,Automatic,Diesel,Sedan,UP 14,Delhi
2021 Hyundai Verna SX (O) 1.5 VTVT BS6,https://droom.in/product/hyundai-verna-sx-o-15-vtvt-bs6-2021-675bdadf4de557501d8b458c,2021,Hyundai,Verna,SX (O) 1.5 VTVT,58000.0,1.0,Manual,Petrol,Sedan,HR 29,Faridabad
2014 Toyota Corolla Altis 1.8 GL,https://droom.in/product/toyota-corolla-altis-18-gl-2014-673af0eceb296dc2048b4569,2014,Toyota,Corolla Altis,1.8 GL,78000.0,2.0,Manual,Petrol,Sedan,HR 26,Gurgaon
2022 Mahindra Thar AX 4 STR Hard Top Diesel MT,https://droom.in/product/mahindra-thar-ax-4-str-hard-top-diesel-mt-2022-673f159fd6bd7254078b461c,2022,Mahindra,Thar,AX 4 STR Hard Top Diesel MT,23000.0,1.0,Manual,Diesel,SUV,UP 16,Delhi
2022 Hyundai Creta EX 1.5 Diesel,https://droom.in/product/hyundai-creta-ex-15-diesel-2022-67ff7b6993b7514c528b45ad,2022,Hyundai,Creta,EX 1.5 Diesel,44000.0,1.0,Manual,Diesel,SUV,DL 7C,Delhi
2019 Maruti Suzuki Eeco 5 STR,https://droom.in/product/maruti-suzuki-eeco-5-str-2019-68a56e377fd96c01058b4596,2019,Maruti Suzuki,Eeco,5 STR,96393.0,2.0,Manual,Petrol,Van,TN 07,Chennai
2017 Tata Tiago Revotorq XT,https://droom.in/product/tata-tiago-revotorq-xt-2017-68516a364de55764718b456f,2017,Tata,Tiago,REVOTORQ XT,36000.0,1.0,Manual,Diesel,Hatchback,DL 10,Delhi
2019 Hyundai i20 Asta 1.2,https://droom.in/product/hyundai-i20-asta-12-2019-67dd253bf95d72f9578b45a1,2019,Hyundai,i20,ASTA 1.2,48000.0,1.0,Manual,Petrol,Hatchback,GJ 01,Ahmedabad
2018 Maruti Suzuki Ciaz Alpha 1.4 AT,https://droom.in/product/maruti-suzuki-ciaz-alpha-14-at-2018-68243f0f00d66f72058b45ba,2018,Maruti Suzuki,Ciaz,ALPHA 1.4 AT,65000.0,1.0,Automatic,Petrol,Sedan,DL 2C,Delhi
2022 Mahindra Scorpio N Z8 Petrol 7 STR,https://droom.in/product/mahindra-scorpio-n-z8-petrol-7-str-2022-679dc265676b52d80a8b4568,2022,Mahindra,Scorpio N,Z8 Petrol 7 STR,28000.0,1.0,Manual,Petrol,SUV,HR 26,Delhi
2018 Mahindra XUV500 W11 AT,https://droom.in/product/mahindra-xuv500-w11-at-2018-679d0623744d75c4058b458b,2018,Mahindra,XUV500,W11 AT,82000.0,1.0,Automatic,Diesel,SUV,HR 26,Delhi
2014 Tata Safari Storme 2.2 EX 4X2,https://droom.in/product/tata-safari-storme-22-ex-4x2-2014-679c92b32a007239028b4567,2014,Tata,Safari Storme,2.2 EX 4X2,78000.0,1.0,Manual,Diesel,SUV,DL 10,Delhi
2019 Hyundai i20 Magna 1.2,https://droom.in/product/hyundai-i20-magna-12-2019-6957a534ab08721d058b4570,2019,Hyundai,i20,MAGNA 1.2,38972.0,1.0,Manual,Petrol,Hatchback,DL 3C,New Delhi
2019 Hyundai Grand i10 Sportz 1.2 Kappa VTVT,https://droom.in/product/hyundai-grand-i10-sportz-12-kappa-vtvt-2019-68dbcd761100524d078b45bf,2019,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,82304.0,1.0,Manual,Petrol,Hatchback,TN 02,Chennai
2024 Mahindra Scorpio-N Z8 L Petrol AT 7 STR,https://droom.in/product/mahindra-scorpio-n-z8-l-petrol-at-7-str-2024-685bf534118f6e01058b4594,2024,Mahindra,Scorpio N,Z8L Petrol AT 7 STR,20000.0,1.0,Automatic,Petrol,SUV,DL 8C,Delhi
2019 Mahindra Marazzo M2 7 STR,https://droom.in/product/mahindra-marazzo-m2-7-str-2019-682da35a4de55772368b45c4,2019,Mahindra,Marazzo,M2 7 STR,68000.0,1.0,Manual,Diesel,MUV,DL 12,Delhi
2021 Maruti Suzuki Vitara Brezza VXi,https://droom.in/product/maruti-suzuki-vitara-brezza-vxi-2021-6825a13a4de557c8568b45d2,2021,Maruti Suzuki,Vitara Brezza,VXI,53000.0,1.0,Manual,Petrol,SUV,HR 51,Delhi
2012 Toyota Fortuner 2.8 4x2 AT,https://droom.in/product/toyota-fortuner-28-4x2-at-2012-67a06fc84de5572a5e8b457c,2012,Toyota,Fortuner,2.8 4X2 AT,125000.0,1.0,Automatic,Diesel,SUV,UP 14,Delhi
2019 Maruti Suzuki Dzire VXi,https://droom.in/product/maruti-suzuki-dzire-vxi-2019-678d037632226ba07d8b4586,2019,Maruti Suzuki,Dzire,VXI,52000.0,2.0,Manual,Petrol,Sedan,MH 05,Ulhasnagar
2012 Mercedes-Benz E-Class E 250 CDI Avantgarde,https://droom.in/product/mercedes-benz-e-class-e-250-cdi-avantgarde-2012-67a074714de557ff578b4589,2012,Mercedes-Benz,E-Class,E 250 CDI AVANTGARDE,75000.0,1.0,Automatic,Diesel,Sedan,HR 26,Delhi
2017 Hyundai Tucson 2WD MT Diesel,https://droom.in/product/hyundai-tucson-2wd-mt-diesel-2017-673b69cb982375f3058b45a7,2017,Hyundai,Tucson,2WD MT DIESEL,69000.0,1.0,Manual,Diesel,SUV,UP 14,Delhi
2016 Maruti Suzuki Ciaz Vxi Plus,https://droom.in/product/maruti-suzuki-ciaz-vxi-plus-2016-6801d4974de5575b578b4580,2016,Maruti Suzuki,Ciaz,VXI PLUS,88000.0,2.0,Manual,Petrol,Sedan,DL 8C,Delhi
2016 Maruti Suzuki Wagon R VXi,https://droom.in/product/maruti-suzuki-wagon-r-vxi-2016-67403337ed5a70035f8b456f,2016,Maruti Suzuki,Wagon R,VXI,100215.0,2.0,Manual,Petrol,Hatchback,CG 23,Raipur
2019 Honda Jazz V CVT i-VTEC,https://droom.in/product/honda-jazz-v-cvt-i-vtec-2019-6946c0fc3ef26a9e058b456c,2019,Honda,Jazz,V CVT I-VTEC,34674.0,1.0,Automatic,Petrol,Hatchback,KL 07,Kochi
2023 Nissan Magnite XL Turbo 1.0 MT,https://droom.in/product/nissan-magnite-xl-turbo-10-mt-2023-6810b23c945c6ef7058b45e9,2023,Nissan,Magnite,XL TURBO 1.0 MT,25000.0,1.0,Manual,Petrol,SUV,HR 77,Delhi
2021 Renault Kwid CLIMBER 1.0 (O) Dual Tone,https://droom.in/product/renault-kwid-climber-10-o-dual-tone-2021-6798c02fd09450cf058b4586,2021,Renault,KWID,CLIMBER 1.0 (O) Dual Tone,56198.0,1.0,Manual,Petrol,Hatchback,HR 26,Delhi
2018 Jeep Compass Sport 2.0 Diesel,https://droom.in/product/jeep-compass-sport-20-diesel-2018-6826c2ff3da8537d058b45d8,2018,Jeep,Compass,SPORT 2.0 DIESEL,37000.0,1.0,Manual,Diesel,SUV,DL 3C,Delhi
2023 Maruti Suzuki Fronx Delta 1.2 CNG,https://droom.in/product/maruti-suzuki-fronx-delta-12-cng-2023-68907419d53a71155f8b4568,2023,Maruti Suzuki,Fronx,Delta 1.2 CNG,21000.0,1.0,Manual,CNG,SUV,DL 10,Delhi
2016 Maruti Suzuki Celerio VXi,https://droom.in/product/maruti-suzuki-celerio-vxi-2016-694f8b0d7871749b058b4567,2016,Maruti Suzuki,Celerio,VXI,93296.0,1.0,Manual,Petrol,Hatchback,TN 22,Chennai
2005 Maruti Suzuki Swift VXi,https://droom.in/product/maruti-suzuki-swift-vxi-2005-694f67e54de557e3148b4585,2005,Maruti Suzuki,Swift,VXI,106277.0,3.0,Manual,Petrol,Hatchback,KA 02,Bangalore
2018 Toyota Yaris G MT,https://droom.in/product/toyota-yaris-g-mt-2018-687e7d57fdab710d058b458e,2018,Toyota,Yaris,G MT,51000.0,2.0,Manual,Petrol,Sedan,MH 01,Navi Mumbai
2010 Audi Q5 2.0 TFSI quattro Premium,https://droom.in/product/audi-q5-20-tfsi-quattro-premium-2010-68371e613b3272dc058b4586,2010,Audi,Q5,2.0 TFSI QUATTRO PREMIUM,85000.0,1.0,Automatic,Petrol,SUV,KA 51,Bangalore
2017 Maruti Suzuki Ciaz Delta 1.4 MT,https://droom.in/product/maruti-suzuki-ciaz-delta-14-mt-2017-67d9506ac3d36ed6608b4596,2017,Maruti Suzuki,Ciaz,DELTA 1.4 MT,90000.0,1.0,Manual,Petrol,Sedan,DL 10,Delhi
2019 Hyundai Venue S 1.2 Petrol,https://droom.in/product/hyundai-venue-s-12-petrol-2019-67a0ae644de55736598b45b0,2019,Hyundai,Venue,S 1.2 PETROL,57000.0,1.0,Manual,Petrol,SUV,DL 4C,Gurgaon
2014 Audi A4 2.0 TDI,https://droom.in/product/audi-a4-20-tdi-2014-679c8dec2a0072f5058b45ef,2014,Audi,A4,2.0 TDI,75000.0,1.0,Automatic,Diesel,Sedan,DL 4C,Delhi
2016 Hyundai Creta 1.6 SX Opt Diesel,https://droom.in/product/hyundai-creta-16-sx-opt-diesel-2016-679b64ba229f6f4c058b45e2,2016,Hyundai,Creta,1.6 SX OPT Diesel,75000.0,1.0,Manual,Diesel,SUV,DL 5C,Delhi
2022 Kia Seltos HTE 1.5 Diesel,https://droom.in/product/kia-seltos-hte-15-diesel-2022-6815a31ee34671bd058b45a4,2022,Kia,Seltos,HTE 1.5 DIESEL,34000.0,1.0,Manual,Diesel,SUV,DL 10,Delhi
2021 Maruti Suzuki Wagon R LXi 1.0 CNG BS6,https://droom.in/product/maruti-suzuki-wagon-r-lxi-10-cng-bs6-2021-67ff8639e56973df338b4572,2021,Maruti Suzuki,Wagon R,LXI 1.0 CNG BS6,39000.0,1.0,Manual,Petrol + CNG,Hatchback,DL 14,Delhi
2016 Ford EcoSport Titanium 1.5L TDCi Black Edition,https://droom.in/product/ford-ecosport-titanium-15l-tdci-black-edition-2016-67c005d42c355274058b4569,2016,Ford,EcoSport,TITANIUM 1.5L TDCI BLACK EDITION,50000.0,2.0,Manual,Diesel,SUV,DL 10,delhi
2015 Honda Jazz SV i-VTEC,https://droom.in/product/honda-jazz-sv-i-vtec-2015-679b2bc1f4f84fcf058b45e6,2015,Honda,Jazz,SV I-VTEC,68000.0,1.0,Manual,Petrol,Hatchback,DL 3C,Delhi
2013 Hyundai i10 Magna 1.2,https://droom.in/product/hyundai-i10-magna-12-2013-679a0036a53a6e7d0c8b4593,2013,Hyundai,i10,MAGNA 1.2,65000.0,1.0,Manual,Petrol,Hatchback,HR 26,Delhi
2018 Jeep Compass Longitude 2.0 Diesel,https://droom.in/product/jeep-compass-longitude-20-diesel-2018-690b73224de55759508b4583,2018,Jeep,Compass,LONGITUDE 2.0 DIESEL,93000.0,1.0,Manual,Diesel,SUV,PB 03,Bathinda
2019 Hyundai Venue SX Plus 1.0 Turbo DCT,https://droom.in/product/hyundai-venue-sx-plus-10-turbo-dct-2019-677fb34290a4519c188b459c,2019,Hyundai,Venue,SX PLUS 1.0 TURBO DCT,26656.0,2.0,Automatic,Petrol,SUV,MH 47,Mumbai
2018 Hyundai Verna 1.6 VTVT SX AT,https://droom.in/product/hyundai-verna-16-vtvt-sx-at-2018-6825b2198b2a73eb558b45a9,2018,Hyundai,Verna,1.6 VTVT SX AT,45000.0,1.0,Automatic,Petrol,Sedan,DL 2C,Delhi
2017 Hyundai Grand i10 Magna 1.2 Kappa VTVT,https://droom.in/product/hyundai-grand-i10-magna-12-kappa-vtvt-2017-6821738dbe2051a75a8b4598,2017,Hyundai,Grand i10,MAGNA 1.2 KAPPA VTVT,59000.0,1.0,Manual,Petrol,Hatchback,DL 1C,Delhi
2023 Tata Altroz XZA Petrol,https://droom.in/product/tata-altroz-xza-petrol-2023-67c0042e2c35527a058b4567,2023,Tata,Altroz,XZA Petrol,12000.0,1.0,Automatic,Petrol,Hatchback,HR 98,delhi
2019 Maruti Suzuki Ciaz Delta 1.5 MT Petrol,https://droom.in/product/maruti-suzuki-ciaz-delta-15-mt-petrol-2019-680f0a957d0b6936058b45a5,2019,Maruti Suzuki,Ciaz,DELTA 1.5 MT PETROL,64000.0,1.0,Manual,Petrol,Sedan,HR 26,Delhi
2021 Mahindra Thar LX 4 STR Hard Top Petrol AT BS6,https://droom.in/product/mahindra-thar-lx-4-str-hard-top-petrol-at-bs6-2021-6801d65241cc6f970c8b4578,2021,Mahindra,Thar,LX 4 STR Hard Top Petrol AT,25000.0,1.0,Automatic,Petrol,SUV,DL 8C,Delhi
2017 Honda BR-V S Diesel,https://droom.in/product/honda-br-v-s-diesel-2017-68a5757e7fd96c8b5c8b456a,2017,Honda,BR-V,S DIESEL,59100.0,1.0,Manual,Diesel,SUV,KL 70,Palakkad
2023 Volkswagen Virtus Topline 1.0L TSI MT,https://droom.in/product/volkswagen-virtus-topline-10l-tsi-mt-2023-6826c3c63da8539d058b45d6,2023,Volkswagen,Virtus,Topline 1.0L TSI MT,18000.0,1.0,Manual,Petrol,Sedan,DL 5C,Delhi
2016 Toyota Corolla Altis 1.8 VL AT,https://droom.in/product/toyota-corolla-altis-18-vl-at-2016-6798bd8ff66f7000058b4586,2016,Toyota,Corolla Altis,1.8 VL AT,80162.0,1.0,Automatic,Petrol,Sedan,HR 26,Delhi
2018 Maruti Suzuki Baleno Zeta 1.2,https://droom.in/product/maruti-suzuki-baleno-zeta-12-2018-6888b0d452d771c75b8b4598,2018,Maruti Suzuki,Baleno,ZETA 1.2,37000.0,1.0,Manual,Petrol,Hatchback,MH 01,Mumbai
2019 Tata Nexon XMA Petrol,https://droom.in/product/tata-nexon-xma-petrol-2019-6749b608f0366cbd748b4587,2019,Tata,Nexon,XMA PETROL,36000.0,1.0,Automatic,Petrol,SUV,DL 8C,delhi
2022 Maruti Suzuki Swift VXi,https://droom.in/product/maruti-suzuki-swift-vxi-2022-685fe0e05073531f1a8b457a,2022,Maruti Suzuki,Swift,VXI,76000.0,1.0,Manual,Petrol,Hatchback,KA 04,Bangalore
2014 Honda Amaze 1.5 S i-DTEC,https://droom.in/product/honda-amaze-15-s-i-dtec-2014-692d985d4de55756288b456a,2014,Honda,Amaze,1.5 S I-DTEC,161000.0,3.0,Manual,Diesel,Sedan,UP 14,Saharanpur (UP)
2018 Mahindra Scorpio S7 140 bhp 2WD,https://droom.in/product/mahindra-scorpio-s7-140-bhp-2wd-2018-675d1506387452ec058b459d,2018,Mahindra,Scorpio,S7 140 BHP 2WD,82000.0,1.0,Manual,Diesel,SUV,HR 29,Faridabad
2019 Hyundai Creta 1.4 E+ Diesel,https://droom.in/product/hyundai-creta-14-e-diesel-2019-682c49474de55701158b4576,2019,Hyundai,Creta,1.4 E+ Diesel,65000.0,1.0,Manual,Diesel,SUV,DL 1C,Delhi
2020 BMW X3 xDrive 20d Luxury Line,https://droom.in/product/bmw-x3-xdrive-20d-luxury-line-2020-679a4d624de557b1198b4572,2020,BMW,X3,XDRIVE 20D LUXURY LINE,76000.0,1.0,Automatic,Diesel,SUV,HR 26,Delhi
2015 Hyundai Verna 1.6 VTVT SX,https://droom.in/product/hyundai-verna-16-vtvt-sx-2015-685e5e6c4de5578b698b45ad,2015,Hyundai,Verna,1.6 VTVT SX,53000.0,1.0,Manual,Petrol,Sedan,DL 3C,Delhi
2018 Maruti Suzuki Baleno Delta 1.2,https://droom.in/product/maruti-suzuki-baleno-delta-12-2018-673f43e373376bab058b456d,2018,Maruti Suzuki,Baleno,DELTA 1.2,68000.0,1.0,Manual,Petrol,Hatchback,DL 10,Delhi
2012 Hyundai i10 Magna 1.2,https://droom.in/product/hyundai-i10-magna-12-2012-673f286e4de5575b7c8b45c2,2012,Hyundai,i10,MAGNA 1.2,69857.0,1.0,Manual,Petrol,Hatchback,HR 26,Delhi
2020 Kia Sonet HTK Plus 1.2,https://droom.in/product/kia-sonet-htk-plus-12-2020-67c009e52c35526b058b456a,2020,Kia,Sonet,HTK PLUS 1.2,17000.0,1.0,Manual,Petrol,SUV,DL 10,delhi
2018 Hyundai Grand i10 Magna 1.2 Kappa VTVT,https://droom.in/product/hyundai-grand-i10-magna-12-kappa-vtvt-2018-673f0d151c826e53298b4589,2018,Hyundai,Grand i10,MAGNA 1.2 KAPPA VTVT,69000.0,1.0,Manual,Petrol,Hatchback,DL 10,Delhi
2022 Hyundai Venue S 1.2 Petrol,https://droom.in/product/hyundai-venue-s-12-petrol-2022-6890776bd53a71e55e8b4568,2022,Hyundai,Venue,S 1.2 PETROL,58000.0,1.0,Manual,Petrol,SUV,DL 8C,Delhi
2023 Hyundai Creta SX 1.5 Petrol,https://droom.in/product/hyundai-creta-sx-15-petrol-2023-681c967c95076f5b668b45a2,2023,Hyundai,Creta,SX 1.5 Petrol,18000.0,1.0,Manual,Petrol,SUV,DL 9C,Delhi
2020 Porsche 911 Carrera S Cabriolet,https://droom.in/product/porsche-911-carrera-s-cabriolet-2020-6836d32d4de557e36d8b459c,2020,Porsche,911,CARRERA S CABRIOLET,21000.0,1.0,Automatic,Petrol,Coupe,KA 70,delhi
2019 Toyota Innova Crysta 2.8 GX AT 7 STR,https://droom.in/product/toyota-innova-crysta-28-gx-at-7-str-2019-679dbd9d7ed66921058b45cf,2019,Toyota,Innova Crysta,2.8 GX AT 7 STR,75000.0,1.0,Automatic,Diesel,MUV,HR 04,Delhi
2019 Tata Harrier XM,https://droom.in/product/tata-harrier-xm-2019-68494c1bf6bc7000068b45ba,2019,Tata,Harrier,XM,28000.0,1.0,Manual,Diesel,SUV,HR 10,gurgaon
2021 Tata Harrier XMA BS6,https://droom.in/product/tata-harrier-xma-bs6-2021-6826e01132446b17588b4567,2021,Tata,Harrier,XMA,58000.0,1.0,Automated Manual Transmission,Diesel,SUV,HR 26,Delhi
2024 Maruti Suzuki Baleno Alpha 1.2 AT,https://droom.in/product/maruti-suzuki-baleno-alpha-12-at-2024-689077fcd53a71fc5e8b4567,2024,Maruti Suzuki,Baleno,ALPHA 1.2 AT,12000.0,1.0,Automatic,Petrol,Hatchback,HR 26,Delhi
2016 Ford EcoSport Titanium 1.5L TDCi,https://droom.in/product/ford-ecosport-titanium-15l-tdci-2016-6882339e4de5577f788b4567,2016,Ford,EcoSport,TITANIUM 1.5L TDCI,70000.0,1.0,Manual,Diesel,SUV,DL 1C,Delhi
2022 Mahindra Thar LX 4 STR Hard Top Diesel AT,https://droom.in/product/mahindra-thar-lx-4-str-hard-top-diesel-at-2022-673896a2b9bf70087b8b458d,2022,Mahindra,Thar,LX 4 STR Hard Top Diesel AT,53000.0,1.0,Automatic,Diesel,SUV,UP 14,Ghaziabad
2015 Toyota Fortuner 3.0 4x4 AT,https://droom.in/product/toyota-fortuner-30-4x4-at-2015-67bff6c04de557226b8b456f,2015,Toyota,Fortuner,3.0 4X4 AT,72000.0,2.0,Automatic,Diesel,SUV,DL 1C,delhi
2010 Hyundai i10 1.1L iRDE Magna Special Edition,https://droom.in/product/hyundai-i10-11l-irde-magna-special-edition-2010-683ddb68868b745d058b4574,2010,Hyundai,i10,1.1L IRDE MAGNA SPECIAL EDITION,49580.0,1.0,Manual,Petrol,Hatchback,MH 03,Pune
2017 Honda WR-V VX Petrol,https://droom.in/product/honda-wr-v-vx-petrol-2017-68a565a666b07071058b457c,2017,Honda,WR-V,VX PETROL,145000.0,1.0,Manual,Petrol,Crossover,OD 02,Bhubaneswar
2017 Maruti Suzuki Vitara Brezza VDi Opt,https://droom.in/product/maruti-suzuki-vitara-brezza-vdi-opt-2017-67a076c5676b52255e8b4568,2017,Maruti Suzuki,Vitara Brezza,VDI OPT,65000.0,1.0,Manual,Diesel,SUV,DL 7C,Delhi
2017 Honda Amaze 1.2 S AT i-VTEC,https://droom.in/product/honda-amaze-12-s-at-i-vtec-2017-6953635d4de5575d378b457b,2017,Honda,Amaze,1.2 S AT I-VTEC,30000.0,1.0,Automatic,Petrol,Sedan,MH 01,Mumbai
2016 Hyundai Creta 1.6 S,https://droom.in/product/hyundai-creta-16-s-2016-67c00c80a10e7536058b456d,2016,Hyundai,Creta,1.6 S,70000.0,1.0,Manual,Petrol,SUV,DL 10,delhi
2016 Hyundai Creta 1.6 SX AT Diesel,https://droom.in/product/hyundai-creta-16-sx-at-diesel-2016-679b634f605a6cc9058b45fd,2016,Hyundai,Creta,1.6 SX AT Diesel,64000.0,1.0,Automatic,Diesel,SUV,HR 26,Delhi
2014 Hyundai i20 Magna 1.2 (O),https://droom.in/product/hyundai-i20-magna-12-o-2014-692062540d866f0b058b45db,2014,Hyundai,i20,MAGNA 1.2 (O),84544.0,1.0,Manual,Petrol,Hatchback,DL 3C,New Delhi
2013 Ford EcoSport Ambiente 1.5L TDCi,https://droom.in/product/ford-ecosport-ambiente-15l-tdci-2013-67a0786d676b52f65d8b456a,2013,Ford,EcoSport,AMBIENTE 1.5L TDCI,65000.0,1.0,Manual,Diesel,SUV,DL 3C,Delhi
2021 Honda City 5th Generation V Petrol,https://droom.in/product/honda-city-5th-generation-v-petrol-2021-6746c19cad016b85178b4584,2021,Honda,City 5th Generation,V Petrol,40000.0,1.0,Manual,Petrol,Sedan,HR 26,delhi
2021 Maruti Suzuki Swift LXi BS6,https://droom.in/product/maruti-suzuki-swift-lxi-bs6-2021-682c3d5bd0a551b6528b4592,2021,Maruti Suzuki,Swift,LXi,55000.0,2.0,Manual,Petrol,Hatchback,HR 98,Gurgaon
2012 Hyundai Eon Era,https://droom.in/product/hyundai-eon-era-2012-69241092e6846a4d058b4575,2012,Hyundai,Eon,ERA,25952.0,1.0,Manual,Petrol,Hatchback,TN 72,Chennai
2021 Tata Harrier XT Dark Edition BS6,https://droom.in/product/tata-harrier-xt-dark-edition-bs6-2021-6768f46d4de557c3098b4585,2021,Tata,Harrier,XT DARK EDITION BS6,40000.0,1.0,Manual,Diesel,SUV,UP 16,delhi
2022 Hyundai Grand i10 Nios Magna 1.2 Kappa VTVT,https://droom.in/product/hyundai-grand-i10-nios-magna-12-kappa-vtvt-2022-695211dfab8674a3058b4567,2022,Hyundai,Grand i10 Nios,MAGNA 1.2 KAPPA VTVT,17289.0,1.0,Manual,Petrol,Hatchback,GJ 05,Surat
2025 Honda City eHEV ZX,https://droom.in/product/honda-city-ehev-zx-2025-67fe0e1589a3731e638b4588,2025,Honda,City eHEV,ZX,290.0,1.0,Automatic,Hybrid,Sedan,DL 3C,Delhi
2020 Land Rover Range Rover Velar 2.0 R-Dynamic SE Petrol 250,https://droom.in/product/land-rover-range-rover-velar-20-r-dynamic-se-petrol-250-2020-6836d0f56f8f74da458b45b9,2020,Land Rover,Range Rover Velar,2.0 R-DYNAMIC SE PETROL 250,70000.0,3.0,Automatic,Petrol,SUV,GJ 36,delhi
2022 Maruti Suzuki Baleno Delta 1.2 AT,https://droom.in/product/maruti-suzuki-baleno-delta-12-at-2022-6761976a4de557eb518b45b8,2022,Maruti Suzuki,Baleno,DELTA 1.2 AT,48000.0,1.0,Automatic,Petrol,Hatchback,HR 51,Faridabad
2016 Hyundai Xcent S 1.1 CRDi,https://droom.in/product/hyundai-xcent-s-11-crdi-2016-68dbc681b4936fd4058b4574,2016,Hyundai,Xcent,S 1.1 CRDI,124000.0,1.0,Manual,Diesel,Sedan,TN 72,Tirunelveli
2016 Maruti Suzuki Wagon R VXi,https://droom.in/product/maruti-suzuki-wagon-r-vxi-2016-6811eb9487dc73aa058b456a,2016,Maruti Suzuki,Wagon R,VXI,58000.0,1.0,Manual,Petrol,Hatchback,DL 9C,Delhi
